week_start,week,pl,route_day,visit_kind,stop,account,role,band,tier,wave,spine_2026,total_b2b,practice_type,city,days_since_visit_jul16,is_first_visit,cycle
2026-09-07,W6,Kristen,K-R07,Cadence revisit,3,Steinberg Law Firm,Protect,Repeat Spine Referrer,Tier 1,Wave 2,2,2,Attorney / Legal,Southfield,105.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Kristen,K-R07,Cadence revisit,4,ROSE MEDICINE,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,PCP,BINGHAM FARMS,8.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Kristen,K-R10,Cadence revisit,1,Victor Valentino Law,Protect,Repeat Spine Referrer,Tier 1,Wave 2,2,3,Attorney / Legal,,62.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Kristen,K-R10,Cadence revisit,1,SOMERSET PEDIATRICS,Cross-sell (other service),Other Patient Referrer,Tier 3,Wave 2,0,1,Pediatrics,TROY,59.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Kristen,K-R10,Cadence revisit,2,"TWIN LAKES MEDICAL ASSOCIATES, PC",Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,PCP,BLOOMFIELD,71.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Kristen,K-R10,Cadence revisit,2,Rochester Primary Care,Cross-sell (other service),Other Patient Referrer,Tier 3,Wave 2,0,1,PCP,Rochester Hills,36.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Kristen,K-R10,Cadence revisit,3,Stonebrooke Family Physicians,Protect,Repeat Spine Referrer,Tier 1,Wave 1,5,17,PCP,Rochester Hills,36.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Kristen,K-R11,Cadence revisit,1,Legacy Family Medicine,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,4,PCP,Sterling Heights,24.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Kristen,K-R11,Cadence revisit,2,METROPOLITAN MEDICAL ASSOCIATES,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,WARREN,3.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Kristen,K-R11,Cadence revisit,3,Health Care Medical Center,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Center Line,3.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Kristen,K-R12,Cadence revisit,1,Neil King Physical Therapy,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PT,Rochester Hills,38.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Kristen,K-R12,Cadence revisit,2,Troy Internal Medicine,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Troy,62.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Kristen,K-R12,Cadence revisit,3,Sterling Family Medicine,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,Warren,3.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Kristen,K-R12,Cadence revisit,4,Purdy Chiropractic Center,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,Chiropractor,Sterling Heights,28.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Kristen,K-R12,Cadence revisit,5,Plumbrook Medical Center,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Sterling Heights,24.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Kristen,K-R12,Cadence revisit,6,BASEL BRIKHO MEDICAL GROUP - use this one,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,STERLING HEIGHTS,41.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Sean,S-R01,Cadence revisit,1,Horizon Care Medical Group - Warren,Ortho cross-sell,Ortho Referrer,Tier 2,Core Sterling / Macomb Lane,0,1,PCP,Warren,72.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Sean,S-R01,Cadence revisit,2,Get Well Urgent Care - Warren,Ortho cross-sell,Ortho Referrer,Tier 2,Core Sterling / Macomb Lane,0,1,Urgent Care,Warren,83.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Sean,S-R01,Cadence revisit,3,Pioneer Medical Associates - Warren,Ortho cross-sell,Ortho Referrer,Tier 2,Core Sterling / Macomb Lane,0,2,PCP,Warren,56.0,False,"C2 (validated universe, routes v2)"
2026-09-07,W6,Sean,S-R01,Cadence revisit,4,Michigan Adult and Child Medicine,Ortho cross-sell,Ortho Referrer,Tier 2,Core Sterling / Macomb Lane,0,4,PCP,Warren,114.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R01,Cadence revisit,1,Corondan Medical,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Warren,90.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R01,Cadence revisit,2,Urgent Care Family,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,Urgent Care,Sterling Heights,21.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R03,Cadence revisit,1,Schoenherr Family Practice,Protect,Repeat Spine Referrer,Tier 1,Wave 1,6,8,PCP,Shelby Township,9.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R04,Cadence revisit,1,Faith Internal Medicine & Urgent Care,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,10,PCP,Livonia,27.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R04,Cadence revisit,2,MEDPRO PRIMARY CARE - Waltz Rd,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,2,Pain,NEW BOSTON,149.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R05,Cadence revisit,1,Troy Primary Care,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Troy,15.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R05,Cadence revisit,2,Progressive Health Care,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,Berkley,29.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R06,Cadence revisit,1,Office of George Nassif MD,Protect,Repeat Spine Referrer,Tier 1,Wave 1,4,4,PCP,Clinton Township,28.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R07,Cadence revisit,1,John R Medical Clinic,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Madison Heights,22.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R07,Cadence revisit,2,MHP Internal Medicine,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Madison Heights,45.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R09,Cadence revisit,1,Oak Street Health - Eastgate,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,2,PCP,Roseville,140.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R09,Cadence revisit,2,Oakland Primary Care,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,6,PCP,Warren,28.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R13,Cadence revisit,1,Hope Medical Center,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Sterling Heights,20.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R13,Cadence revisit,2,Precise Chiropractic,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,Chiropractor,Troy,3.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R14,Cadence revisit,1,Troy Health Center,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,Troy,15.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R14,Cadence revisit,2,Saurabh Gupta MD,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Madison Heights,426.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R15,Cadence revisit,1,EPIC Southfield - Telegraph Rd office,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,4,PCP,Southfield,49.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R16,Cadence revisit,1,Rochester Medical Group,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,1,PCP,Rochester Hills,31.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R17,Producer sweep,1,Premiere Pediatrics,Reactivate,One Spine Patient,Tier 1,Wave 2,1,1,Pediatrics,City of the Village of Clarkston,616.0,True,"C2 (validated universe, routes v2)"
2026-09-14,W7,Coty,C-R21,Producer sweep,1,McLaren Oakland Center for Spine & Pain Management,Reactivate,One Spine Patient,Tier 1,Wave 2,1,2,Pain,City of the Village of Clarkston,136.0,True,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R02,Cadence revisit,1,DMC SPORTS MEDICINE NOVI,Protect,Repeat Spine Referrer,Tier 1,Wave 1,7,7,Orthopedic,NOVI,22.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R02,Cadence revisit,1,ASCENSION MEDICAL GROUP WEST BLOOMFIELD FAMILY PRACTICE,Cross-sell (other service),Other Patient Referrer,Tier 3,Wave 2,0,1,PCP,NOVI,1.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R02,Cadence revisit,2,Novi Medicine,Cross-sell (other service),Other Patient Referrer,Tier 3,Wave 2,0,4,PCP,NOVI,1.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R03,Cadence revisit,1,Park Medical Centers - Canton,Protect,Repeat Spine Referrer,Tier 1,Wave 1,5,9,PCP,CANTON,14.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R03,Cadence revisit,2,Corewell Health Wayne Hospital Family Medicine -  Canton,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,3,PCP,CANTON,44.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R04,Cadence revisit,1,Wayne Primary Care and Walk In,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,Urgent Care,Wayne,38.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R05,Cadence revisit,1,Michigan Primary Care - Eastpointe,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Eastpointe,65.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R05,Cadence revisit,2,Dedicated Senior Medical Center - Eastpointe,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,Eastpointe,8.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R06,Cadence revisit,1,Synergy Medical Primary Care,Protect,Repeat Spine Referrer,Tier 1,Wave 1,4,19,PCP,Livonia,8.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R06,Cadence revisit,2,Livonia Family Medical Center,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,3,PCP,Livonia,20.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R07,Cadence revisit,1,Freedom Medical Clinic (Trinity),Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,3,PCP,Livonia,22.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R08,Cadence revisit,1,Park Medical Center (Medicaid),Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,2,PCP,Detroit,83.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R08,Cadence revisit,2,Core Institute/Henry Ford Motor City Orthopedics & PT- Southfield,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,1,Orthopedic,Southfield,7.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R15,Cadence revisit,1,ACADEMIC INTERNAL MEDICINE SPECIALISTS,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,SOUTHFIELD,17.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R16,Cadence revisit,1,Western Wayne Physicians - Livonia,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,Livonia,7.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R16,Cadence revisit,2,PROVIDENCE PARK LIVONIA FAMILY MEDICINE,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,LIVONIA,27.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R17,Cadence revisit,1,Trinity Health IHA Medical Group Primary Care - Canton,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,1,PCP,CANTON,1.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Jasmine,J-R18,Cadence revisit,1,"Trinity Health IHA Medical Group, Primary Care - Southeast Livonia",Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,3,PCP,Livonia,20.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R02,Cadence revisit,1,Pryde Athletics and Physical Therapy,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PT,Canton,35.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R02,Cadence revisit,2,SUNNY PEDIATRICS AND FAMILY,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,7,Pediatrics,CANTON,57.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R02,Cadence revisit,3,Plymouth Urgent Care,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,Urgent Care,Plymouth,42.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R02,Cadence revisit,4,"PRAVEEN MODI, MD, PC",Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,9,PCP,PLYMOUTH,42.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R02,Cadence revisit,5,MHP - West,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,3,PCP,Westland,41.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R02,Cadence revisit,6,Village Medical Wayne,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,Westland,10.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R02,Cadence revisit,7,"WAYNE MEDICAL CENTER, PLLC",Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,4,PCP,WESTLAND,10.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R03,Cadence revisit,1,Henry Ford Internal & Family Medicine - Farmington Hills -170,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,Farmington Hills,69.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R03,Cadence revisit,2,Henry Ford Internists - Farmington Hills 150,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Farmington Hills,69.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R05,Cadence revisit,1,Lifetime Family Care,Protect,Repeat Spine Referrer,Tier 1,Wave 1,3,3,PCP,Madison Heights,31.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R05,Cadence revisit,1,Corewell Urgent Care - Royal Oak,Cross-sell (other service),Other Patient Referrer,Tier 3,Wave 2,0,1,Urgent Care,Royal Oak,56.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R05,Cadence revisit,2,Ross Gilders Law,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,3,Attorney / Legal,Royal Oak,105.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R05,Cadence revisit,3,DEIGHTON FAMILY PRACTICE - use this one,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,3,PCP,SOUTHFIELD,48.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R05,Cadence revisit,4,Kajy Law,Protect,Repeat Spine Referrer,Tier 1,Wave 1,5,5,Attorney / Legal,Southfield,17.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R05,Cadence revisit,5,SOUTHFIELD MEDICAL CLINIC AND PREMIER URGENT CARE AND WALK IN CLINIC,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,Urgent Care,SOUTHFIELD,45.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R06,Cadence revisit,1,Corewell Health Family Medicine - Farmington Hills,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,4,PCP,FARMINGTON HILLS,69.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R06,Cadence revisit,2,Bully Family Physicians,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,Southfield,50.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R06,Cadence revisit,3,MDVip - Southfield,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,Southfield,50.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R06,Cadence revisit,4,"FAMILY MEDICINE, PC",Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,SOUTHFIELD,50.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R08,Cadence revisit,1,Hermann Banks MD PC,Protect,Repeat Spine Referrer,Tier 1,Wave 1,3,3,Neurology,Livonia,17.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R08,Cadence revisit,2,"AGHA INTERNAL MEDICINE AND ASSOCIATES, PC",Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,3,PCP,LIVONIA,17.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R08,Cadence revisit,3,Brentwood Pediatric Associates,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,11,Pediatrics,Livonia,16.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R08,Cadence revisit,4,Village Medical - Livonia,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,6,PCP,Livonia,16.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R08,Cadence revisit,5,Henry Ford Health Medical Center - Seven Mile Road,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,3,PCP,LIVONIA,16.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R09,Cadence revisit,1,HENRY FORD MEDICAL CENTER FARMINGTON ROAD INTERNAL MEDICINE,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,2,PCP,WEST BLOOMFIELD,70.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R09,Cadence revisit,1,Internal Medicine Specialists,Cross-sell (other service),Other Patient Referrer,Tier 3,Wave 2,0,1,PCP,West Bloomfield Township,70.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R09,Cadence revisit,2,Center For Hollistic Medicine,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,Other / Verify,WEST BLOOMFIELD,70.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R09,Cadence revisit,2,Associates in Internal Medicine - MHP,Cross-sell (other service),Other Patient Referrer,Tier 3,Wave 2,0,1,PCP,West Bloomfield,70.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R09,Cadence revisit,3,"MARY LEE, MD, PC",Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,3,PCP,WEST BLOOMFIELD,70.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R09,Cadence revisit,4,Vanstone Injury Law,Protect,Repeat Spine Referrer,Tier 1,Wave 1,5,5,Attorney / Legal,,139.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R14,Cadence revisit,1,"TONI BALLITCH TRATE, DO, PC",Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,2,PCP,FARMINGTON HILLS,66.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R14,Cadence revisit,2,Medical Clinic of Northville,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,18,PCP,Northville,42.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R14,Cadence revisit,3,Village Medical - Northville West,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,PCP,Northville,42.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R14,Cadence revisit,4,Providence Park Pediatrics - Novi,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,6,Pediatrics,NOVI,45.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R18,Producer sweep,1,Henry Ford Main Internal Medicine - Grosse Pointe,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,PCP,Grosse Pointe,9.0,True,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R18,Producer sweep,2,Jefferson Family Practice (Cornerstone),Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,2,PCP,Grosse Pointe,9.0,True,"C2 (validated universe, routes v2)"
2026-09-14,W7,Kristen,K-R18,Producer sweep,3,"FAMILY CARE CENTER OF HAMTRAMCK, PC",Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,4,PCP,HAMTRAMCK,58.0,True,"C2 (validated universe, routes v2)"
2026-09-14,W7,Sean,S-R03,Cadence revisit,1,Michigan Primary Care - Sterling Heights,Convert to repeat,One Spine Patient,Tier 1,Core Sterling / Macomb Lane,1,1,PCP,Sterling Heights,42.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Sean,S-R03,Cadence revisit,2,Associates in Family Practice,Convert to repeat,One Spine Patient,Tier 1,Named Sean Priority,1,2,PCP,Sterling Heights,41.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Sean,S-R03,Cadence revisit,3,Schoenherr Parkway Family Practice,Convert to repeat,One Spine Patient,Tier 1,Core Sterling / Macomb Lane,1,3,PCP,Sterling Heights,78.0,False,"C2 (validated universe, routes v2)"
2026-09-14,W7,Sean,S-R03,Cadence revisit,4,Macomb Internal Medicine,Protect,Repeat Spine Referrer,Tier 1,Named Sean Priority,4,4,PCP,Clinton Township,6.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R01,Cadence revisit,1,Chronic Pain Institute,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,2,Pain,Sterling Heights,44.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R01,Cadence revisit,2,The Family Doctor,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,3,PCP,Clinton Township,6.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R01,Cadence revisit,3,Henry Ford Macomb Internal Medicine,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,4,PCP,Sterling Heights,30.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R01,Cadence revisit,4,DMC Orthopedics & Sports Medicine - Warren,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,1,Orthopedic,Sterling Heihhts,20.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R01,Cadence revisit,5,Office of Steven Trombly MD,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,7,PCP,Sterling Heights,7.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R01,Cadence revisit,6,Macomb Physicians Group,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,9,PCP,Sterling Heights,14.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R02,Cadence revisit,1,Premier Family Physicians,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Saint Clair Shores,28.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R02,Cadence revisit,2,Shaun Jayakar MD,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,6,PCP,St Clair Shores,7.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R05,Cadence revisit,1,Preferred Medical Group,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,2,Orthopedic,Madison Heights,22.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R05,Cadence revisit,2,Be Well Medical Center,Protect,Repeat Spine Referrer,Tier 1,Wave 1,3,17,PCP,Berkley,86.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R07,Cadence revisit,1,Epic Primary Care - Ferndale,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,4,PCP,Ferndale,56.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R07,Cadence revisit,2,Madison Medical Arts,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,1,PCP,Madison Heights,22.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R07,Cadence revisit,3,Barry S Meyer DO PC,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,1,PCP,Warren,45.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R10,Cadence revisit,1,North Valley Internal Medicine,Protect,Repeat Spine Referrer,Tier 1,Wave 1,3,3,PCP,Highland Charter Township,0.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R11,Cadence revisit,1,Henry Ford St. John Center for Wellness,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,3,PCP,Roseville,21.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R11,Cadence revisit,1,Michigan Institute for Neurological Disorders (MIND) - Roseville,Cross-sell (other service),Other Patient Referrer,Tier 3,Wave 2,0,1,Pain,Roseville,21.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R11,Cadence revisit,2,Sudha Nannapaneni MD,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,1,PCP,Roseville,21.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R12,Cadence revisit,1,Cornerstone Internal Medicine,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,2,PCP,Macomb,308.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R12,Cadence revisit,1,Frederick Karoub MD PC,Cross-sell (other service),Other Patient Referrer,Tier 3,Wave 2,0,1,PCP,Royal Oak,29.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R12,Cadence revisit,2,Epic Healthcare - Southfield,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,PCP,SOUTHFIELD,133.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R15,Cadence revisit,1,Normandy Family Practice,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Clinton Township,30.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R16,Cadence revisit,1,Corewell Internal Medicine Midway,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Rochester Hills,1.0,False,"C2 (validated universe, routes v2)"
2026-09-21,W8,Coty,C-R18,Cadence revisit,1,Specialists in Rehabilitation Medicine,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,1,Orthopedic,Rochester,364.0,False,"C2 (validated universe, routes v2)"
